"""0"",""1"",""00"",""01"",""10"",""11"",""000"",""001"",""010"",""011"",""100"",""101"",""110"",""111"""
18,18,18,20,20,18,17,20,20,17,17,20,20,17
13,13,14,14,14,14,21,17,22,15,15,22,17,21
16,16,17,19,19,17,15,20,14,19,19,14,20,15
11,11,14,13,13,14,19,19,20,19,19,20,19,19
13,13,17,15,15,17,23,17,18,21,21,18,17,23
11,11,13,13,13,13,20,17,16,17,17,16,17,20
11,11,13,13,13,13,16,18,16,16,16,16,18,16
32,32,18,17,17,19,23,15,15,15,15,15,15,23
11,11,12,12,12,12,16,15,19,15,15,19,15,16
13,13,15,12,12,15,16,18,17,17,17,17,18,16
13,13,17,17,17,17,23,16,16,16,16,16,16,23
11,11,12,12,12,12,15,16,17,16,16,17,16,15
16,16,17,15,15,17,16,17,15,18,18,15,17,16
11,11,12,25,25,12,27,25,21,17,17,21,25,27
13,13,15,16,16,15,24,20,18,18,18,18,20,24
13,13,10,13,13,10,16,18,17,18,18,17,18,16
22,22,16,16,16,16,19,21,27,19,19,27,21,19
10,10,14,14,14,14,21,17,19,17,17,19,17,19
13,13,17,20,20,17,18,18,20,16,16,20,18,18
21,21,21,14,14,21,18,19,25,19,19,25,19,18
13,13,17,20,20,17,18,17,17,22,22,17,17,18
17,17,18,16,16,18,18,19,23,19,19,23,19,19
14,14,21,16,16,21,21,16,16,18,18,16,16,21
6,6,14,14,14,12,14,14,14,14,14,14,14,14
14,14,18,17,17,18,22,18,18,18,18,18,18,22
12,12,14,17,17,14,21,17,17,19,19,17,17,21
16,16,17,16,16,17,19,21,20,15,15,20,21,19
15,15,14,16,16,14,18,16,17,16,16,17,16,18
13,13,16,16,16,16,26,18,17,16,16,17,18,26
17,17,18,16,16,18,19,16,16,19,19,16,16,19
16,16,17,16,16,17,21,15,16,20,20,16,15,21
11,11,15,14,14,15,17,14,16,14,14,16,14,17
14,14,15,18,18,15,20,16,21,16,16,21,16,21
18,18,16,14,14,16,20,21,18,16,16,18,21,20
14,14,20,18,18,22,24,22,19,19,19,19,22,24
7,7,16,11,11,16,17,15,17,15,15,17,15,17
14,14,17,20,20,17,20,16,23,20,20,23,16,19
10,10,12,13,13,12,22,21,15,19,19,15,21,22
8,8,12,13,13,12,16,20,17,17,17,17,20,16
68,68,33,33,33,33,26,19,17,19,19,17,19,26
11,11,12,12,12,12,16,17,17,17,17,17,17,16
8,8,12,14,14,12,16,15,15,15,15,15,15,16
14,14,16,30,30,16,21,21,21,18,18,21,21,21
11,11,11,13,13,11,17,21,19,21,21,19,21,17
10,10,17,14,14,17,28,17,19,16,16,19,17,25
21,21,17,18,18,17,17,19,16,19,19,16,19,17
17,17,16,16,16,16,19,20,16,18,18,16,20,21
6,6,15,14,14,15,15,16,14,16,16,14,16,15
15,15,13,17,17,13,21,20,17,19,19,17,20,20
15,15,14,16,16,14,16,15,22,16,16,22,15,16
19,19,18,16,16,18,18,16,18,16,16,18,16,18
11,11,13,14,14,13,19,16,16,16,16,16,16,19
18,18,16,15,15,16,19,21,18,17,17,18,21,19
9,9,16,11,11,16,17,15,17,15,15,17,15,17
11,11,12,13,13,12,32,19,16,19,19,16,19,30
128,128,67,65,65,67,29,21,18,21,21,18,21,29
11,11,12,14,14,12,15,14,15,15,15,15,14,15
13,13,11,13,13,11,21,14,19,21,21,19,14,18
21,21,22,18,18,22,15,16,17,19,19,17,16,15
6,6,14,14,14,14,15,16,14,16,16,14,16,15
15,15,14,16,16,14,16,15,18,16,16,18,15,16
11,11,15,14,14,15,19,16,18,16,16,18,16,19
7,7,16,11,11,16,17,15,14,17,17,14,15,17
260,260,129,129,129,129,30,22,22,22,22,22,22,30
11,11,11,13,13,11,21,16,19,14,14,19,16,18
6,6,15,14,14,15,15,16,15,18,18,15,16,15
11,11,13,14,14,13,19,15,18,16,16,18,15,19
512,512,259,257,257,259,30,22,22,22,22,22,22,30
6,6,14,14,14,14,15,16,15,19,19,15,16,15
1028,1028,513,513,513,513,30,22,22,30,30,22,22,30
2048,2048,1026,1025,1025,1027,30,30,22,16,16,22,30,30
2,2,4,4,4,4,8,8,7,8,8,7,8,8
2050,2050,1026,1027,1027,1026,1028,515,519,1029,1029,519,515,1028
1026,1026,514,515,515,514,516,517,517,517,517,517,517,516
6,6,14,14,14,14,16,19,17,14,14,17,19,16
514,514,258,259,259,258,260,261,261,261,261,261,261,260
11,11,15,14,14,15,20,13,19,15,15,19,13,20
6,6,14,14,14,14,16,19,17,14,14,17,19,16
12,12,11,14,14,11,23,16,18,14,14,18,16,19
258,258,130,131,131,130,132,133,133,133,133,133,133,132
8,8,16,10,10,16,18,15,16,17,17,16,15,18
12,12,13,14,14,13,20,14,19,17,17,19,14,20
15,15,14,15,15,14,17,19,19,17,17,19,19,17
6,6,14,14,14,14,15,19,15,19,19,15,19,15
21,21,17,18,18,17,17,20,21,18,18,21,20,17
11,11,11,14,14,11,19,15,18,14,14,18,15,19
8,8,12,15,15,12,19,19,17,17,17,17,19,19
130,130,66,67,67,66,68,69,69,69,69,69,69,68
10,10,12,13,13,12,26,16,16,17,17,16,16,26
7,7,16,10,10,16,18,16,16,16,16,16,16,18
18,18,16,15,15,16,17,15,20,19,19,20,15,17
11,11,15,14,14,15,20,17,17,17,17,17,17,20
18,18,18,15,15,18,18,16,16,16,16,16,16,19
15,15,14,15,15,14,17,16,21,16,16,21,16,17
12,12,14,17,17,14,22,18,18,17,17,18,18,20
6,6,14,14,14,12,15,19,15,19,19,15,19,15
17,17,18,18,18,18,18,15,17,21,21,17,15,18
21,21,22,18,18,22,19,18,21,18,18,21,18,19
10,10,17,14,14,17,23,17,17,19,19,17,17,23
12,12,11,14,14,11,23,15,18,15,15,18,15,19
14,14,15,25,25,15,19,16,16,16,16,16,16,19
10,10,12,15,15,12,18,19,20,16,16,20,19,18
12,12,12,12,12,12,19,16,19,16,16,19,16,19
66,66,33,35,35,34,35,37,37,37,37,37,37,36
10,10,12,13,13,12,16,16,18,16,16,18,16,16
10,10,12,13,13,12,21,17,18,19,19,18,17,21
14,14,14,20,20,14,20,19,19,18,18,19,19,20
8,8,16,10,10,16,15,15,20,15,15,20,15,15
14,14,20,20,20,22,23,16,16,16,16,16,16,23
18,18,16,15,15,16,22,18,20,23,23,20,18,22
13,13,13,18,18,13,24,16,18,18,18,18,16,24
12,12,13,12,12,13,18,16,19,16,16,19,16,19
14,14,16,15,15,17,18,18,17,15,15,17,18,18
19,19,16,14,14,16,18,16,16,16,16,16,16,19
12,12,14,16,16,14,20,19,22,16,16,22,19,23
15,15,14,15,15,14,17,15,21,15,15,21,15,17
16,16,17,14,14,17,18,16,19,16,16,19,16,19
13,13,13,14,14,13,19,17,19,17,17,19,17,20
14,14,19,15,15,19,18,16,17,19,19,17,16,18
6,6,13,14,14,13,14,17,14,17,17,14,17,14
15,15,15,14,14,15,20,16,17,22,22,17,16,21
17,17,15,18,18,15,21,17,18,18,18,18,17,18
12,12,21,16,16,21,19,17,17,18,18,17,17,19
21,21,17,15,15,17,21,14,19,14,14,19,14,21
13,13,18,17,17,19,21,18,19,17,17,19,18,21
10,10,14,14,14,14,23,20,17,20,20,17,20,23
21,21,17,15,15,16,20,19,18,17,17,18,19,20
11,11,10,15,15,10,15,15,16,15,15,16,15,15
12,12,18,14,14,19,22,20,16,20,20,16,20,20
14,14,13,23,23,13,20,20,16,19,19,16,20,20
16,16,17,14,14,17,21,19,15,15,15,15,19,21
8,8,12,15,15,12,15,17,18,17,17,18,17,15
14,14,17,19,19,17,24,19,18,16,16,18,19,24
11,11,12,12,12,12,19,17,16,17,17,16,17,19
8,8,12,13,13,12,19,15,23,17,17,23,15,19
34,34,17,19,19,18,19,21,21,21,21,21,21,20
10,10,12,13,13,12,16,17,16,19,19,16,17,16
8,8,12,13,13,12,18,17,16,16,16,16,17,19
14,14,14,14,14,14,22,21,17,18,18,17,21,22
10,10,13,13,13,13,18,17,17,17,17,17,17,18
12,12,16,21,21,16,18,15,19,17,17,19,15,19
14,14,15,16,16,15,18,18,19,17,17,19,18,18
18,18,19,20,20,21,18,20,17,22,22,17,20,18
7,7,12,9,9,12,17,16,17,16,16,17,16,17
33,33,17,17,17,17,20,16,19,18,18,19,16,20
15,15,16,23,23,16,19,25,21,25,25,21,25,19
15,15,18,15,15,18,18,15,18,19,19,18,15,18
18,18,14,15,15,14,17,18,16,18,18,16,18,17
15,15,16,16,16,17,18,18,16,22,22,16,18,18
13,13,13,17,17,13,22,17,19,17,17,19,17,22
12,12,17,17,17,17,22,17,19,16,16,19,17,22
11,11,15,10,10,15,18,14,14,14,14,14,14,18
12,12,19,17,17,18,22,16,17,28,28,17,16,22
14,14,15,16,16,15,17,17,21,20,20,21,17,17
18,18,15,17,17,15,19,17,23,16,16,23,17,19
17,17,19,15,15,19,18,17,15,17,17,15,17,18
17,17,19,18,18,19,19,17,15,21,21,15,17,19
12,12,17,16,16,17,24,17,16,22,22,16,17,24
16,16,16,18,18,16,19,21,16,18,18,16,21,19
15,15,14,15,15,14,23,18,19,18,18,19,18,23
15,15,18,17,17,18,22,15,15,18,18,15,15,22
16,16,19,15,15,19,17,17,19,20,20,19,17,18
13,13,16,19,19,16,19,18,19,19,19,19,18,19
11,11,14,14,14,14,20,17,20,17,17,20,17,20
13,13,16,18,18,16,18,17,21,21,21,21,17,18
14,14,15,14,14,14,22,20,17,20,20,17,20,22
13,13,15,15,15,15,21,19,17,19,19,17,19,21
6,6,14,9,9,10,11,12,13,12,12,13,12,11
15,15,16,15,15,16,22,17,23,19,19,23,17,22
15,15,15,16,16,15,21,21,18,21,21,18,21,21
13,13,13,16,16,13,18,17,16,18,18,16,17,18
15,15,20,18,18,20,17,19,18,19,19,18,19,17
13,13,16,15,15,16,20,17,16,20,20,16,17,20
12,12,15,25,25,15,18,16,16,19,19,16,16,19
15,15,17,15,15,17,23,15,22,16,16,22,15,23
18,18,23,15,15,23,19,19,14,19,19,14,19,19
14,14,19,16,16,19,17,17,20,17,17,20,17,18
13,13,15,17,17,15,22,16,18,15,15,18,16,22
15,15,16,17,17,17,17,18,14,15,15,14,18,18
9,9,15,12,12,15,17,16,21,16,16,21,16,17
17,17,14,13,13,14,17,16,17,18,18,17,16,17
21,21,16,20,20,16,17,16,20,15,15,20,16,18
12,12,17,15,15,17,22,22,15,21,21,15,22,22
12,12,9,15,15,9,18,17,16,17,17,16,17,18
15,15,17,17,17,17,17,18,15,20,20,15,18,17
13,13,17,14,14,18,22,15,21,15,15,21,15,22
14,14,18,19,19,19,17,15,15,16,16,15,15,17
14,14,12,13,13,12,16,16,18,16,16,18,16,16
13,13,15,21,21,15,17,19,17,22,22,17,19,17
17,17,20,15,15,21,23,23,19,17,17,19,23,23
18,18,18,24,24,18,24,21,18,16,16,18,21,24
10,10,12,12,12,12,15,16,22,16,16,22,16,15
20,20,18,21,21,19,18,16,18,19,19,18,16,18
14,14,19,16,16,19,19,15,15,15,15,15,15,22
13,13,18,16,16,18,20,16,18,25,25,18,16,20
12,12,13,12,12,13,22,18,17,18,18,17,18,22
14,14,17,15,15,17,21,16,19,18,18,19,16,17
10,10,12,13,13,12,29,17,15,16,16,15,17,29
12,12,12,13,13,12,28,17,17,19,19,17,17,28
18,18,10,11,11,10,14,15,13,15,15,13,15,14
10,10,12,13,13,12,25,20,18,17,17,18,20,25
10,10,12,13,13,12,22,18,20,15,15,20,18,22
14,14,17,17,17,19,17,17,20,16,16,20,17,18
10,10,12,13,13,12,21,18,20,18,18,20,18,21
14,14,18,19,19,18,21,17,17,16,16,17,17,21
14,14,17,17,17,17,17,17,19,17,17,19,17,17
15,15,17,17,17,17,19,14,19,17,17,19,14,19
10,10,12,13,13,12,22,17,19,17,17,19,17,22
18,18,15,15,15,15,22,16,19,22,22,19,16,19
17,17,16,15,15,17,22,18,19,19,19,19,18,22
16,16,19,15,15,19,23,17,18,16,16,18,17,21
14,14,12,15,15,12,18,18,16,18,18,16,18,18
13,13,16,15,15,16,20,16,17,22,22,17,16,20
13,13,15,16,16,15,19,17,20,21,21,20,17,21
20,20,16,16,16,16,17,18,17,17,17,17,18,17
8,8,11,11,11,11,25,17,16,17,17,16,17,25
19,19,16,15,15,16,20,16,19,21,21,19,16,20
18,18,13,14,14,13,20,15,19,15,15,19,15,19
14,14,18,17,17,19,20,19,19,21,21,19,19,20
13,13,14,17,17,14,19,23,18,23,23,18,23,19
14,14,16,17,17,16,18,20,17,21,21,17,20,19
12,12,17,15,15,17,22,16,17,16,16,17,16,22
15,15,17,14,14,15,19,18,18,18,18,18,18,19
14,14,11,13,13,11,16,13,16,13,13,16,13,16
13,13,21,17,17,21,18,15,21,18,18,21,15,21
17,17,17,14,14,19,17,17,19,18,18,19,17,18
15,15,17,19,19,17,20,14,20,16,16,20,14,21
11,11,15,22,22,15,19,22,25,22,22,25,22,19
13,13,16,16,16,15,18,16,22,16,16,22,16,18
12,12,16,16,16,16,18,18,19,18,18,19,18,21
11,11,17,17,17,17,18,16,16,18,18,16,16,18
12,12,10,14,14,10,16,15,13,15,15,13,15,16
14,14,20,19,19,20,22,20,18,18,18,18,20,22
14,14,19,18,18,18,17,15,23,15,15,23,15,17
13,13,17,15,15,17,29,18,17,17,17,17,18,29
14,14,14,13,13,14,17,20,17,20,20,17,20,17
12,12,20,19,19,17,18,16,16,17,17,16,16,18
16,16,17,14,14,17,20,15,19,19,19,19,15,20
14,14,18,17,17,18,23,21,18,20,20,18,21,23
17,17,13,10,10,13,17,14,17,14,14,17,14,18
18,18,24,17,17,24,19,17,19,20,20,19,17,20
17,17,17,15,15,18,22,18,21,18,18,21,18,22
17,17,29,21,21,29,24,15,16,18,18,16,15,24
12,12,17,17,17,18,21,15,22,15,15,22,15,21
14,14,16,16,16,16,19,18,17,16,16,17,18,22
11,11,23,20,20,23,19,15,20,17,17,20,15,21
15,15,17,16,16,17,24,20,16,16,16,16,20,24
12,12,17,18,18,18,16,18,17,18,18,17,18,16
13,13,18,16,16,18,20,17,17,21,21,17,17,19
16,16,15,17,17,15,18,18,20,18,18,20,18,18
12,12,18,16,16,19,16,23,18,22,22,18,23,16
10,10,16,17,17,14,16,18,16,18,18,16,18,17
18,18,18,19,19,18,18,17,20,16,16,20,17,21
12,12,17,19,19,17,18,16,16,16,16,16,16,20
13,13,16,16,16,16,19,17,19,17,17,19,17,19
13,13,13,12,12,13,20,17,16,17,17,16,17,18
16,16,24,19,19,24,21,16,16,17,17,16,16,18
12,12,17,16,16,17,17,18,16,23,23,16,18,20
13,13,20,16,16,18,21,17,17,20,20,17,17,21
14,14,13,21,21,13,20,18,17,18,18,17,18,20
13,13,20,16,16,20,16,16,16,16,16,16,16,16
13,13,12,16,16,12,18,17,19,17,17,19,17,17
14,14,15,20,20,15,23,16,20,16,16,20,16,21
4,4,13,12,12,13,13,11,19,11,11,19,11,13
15,15,15,20,20,15,20,19,19,18,18,19,19,20
14,14,14,15,15,14,23,18,19,18,18,19,18,23
13,13,16,18,18,16,19,21,16,16,16,16,21,19
15,15,13,16,16,13,21,15,17,15,15,17,15,17
13,13,18,17,17,18,20,16,18,18,18,18,16,20
12,12,16,17,17,16,16,20,17,20,20,17,20,17
14,14,18,16,16,17,21,17,22,16,16,22,17,18
14,14,14,15,15,14,17,17,13,17,17,13,17,18
13,13,18,17,17,18,22,18,17,18,18,17,18,22
12,12,15,16,16,15,16,17,19,17,17,19,17,16
19,19,16,21,21,16,22,19,19,17,17,19,19,22
12,12,14,16,16,14,19,23,19,23,23,19,23,20
12,12,18,18,18,20,16,18,19,17,17,19,18,17
12,12,16,16,16,17,18,15,16,15,15,16,15,18
17,17,14,16,16,14,19,19,18,17,17,18,19,20
11,11,15,12,12,15,16,19,14,19,19,14,19,17
14,14,19,15,15,19,18,16,17,17,17,17,16,17
16,16,17,17,17,17,22,18,17,18,18,17,18,22
14,14,15,16,16,15,17,19,17,18,18,17,19,18
12,12,12,18,18,12,24,17,15,17,17,15,17,24
14,14,17,19,19,16,22,16,22,20,20,22,16,22
13,13,17,15,15,17,18,21,16,22,22,16,21,18
16,16,14,24,24,14,19,20,20,19,19,20,20,22
9,9,13,12,12,13,18,20,18,20,20,18,20,17
15,15,16,23,23,16,19,16,19,17,17,19,16,19
13,13,14,16,16,14,17,17,17,17,17,17,17,17
16,16,17,18,18,17,17,17,16,21,21,16,17,17
12,12,24,14,14,24,24,18,17,18,18,17,18,24
14,14,18,18,18,18,20,18,20,17,17,20,18,21
13,13,21,18,18,21,19,20,17,20,20,17,20,19
14,14,17,18,18,19,19,23,19,17,17,19,23,19
9,9,12,9,9,12,16,15,14,15,15,14,15,17
15,15,17,21,21,18,17,19,16,18,18,16,19,17
13,13,17,17,17,16,20,20,17,20,20,17,20,23
14,14,18,18,18,18,16,15,17,21,21,17,15,17
12,12,15,14,14,15,32,16,18,16,16,18,16,32
20,20,19,18,18,19,17,17,16,16,16,16,17,17
11,11,16,18,18,16,23,19,16,19,19,16,19,23
15,15,18,16,16,18,17,15,15,16,16,15,15,18
18,18,14,14,14,14,19,17,17,17,17,17,17,19
15,15,19,14,14,19,19,23,20,18,18,20,23,22
18,18,16,18,18,16,17,19,18,19,19,18,19,19
16,16,24,21,21,24,19,18,19,18,18,19,18,20
15,15,15,13,13,16,21,20,17,20,20,17,20,21
10,10,17,17,17,17,18,19,17,16,16,17,19,18
20,20,15,18,18,16,19,20,15,20,20,15,20,22
19,19,16,17,17,16,26,20,16,16,16,16,20,26
7,7,14,9,9,14,17,16,15,16,16,15,16,18
20,20,15,16,16,15,22,16,15,19,19,15,16,22
14,14,17,19,19,17,19,17,17,17,17,17,17,20
12,12,17,18,18,17,19,16,17,27,27,17,16,20
14,14,17,16,16,17,18,16,18,16,16,18,16,17
13,13,22,15,15,22,19,18,19,18,18,19,18,19
12,12,18,14,14,20,19,17,13,15,15,13,17,20
33,33,17,19,19,18,20,17,18,25,25,18,17,20
9,9,15,10,10,15,17,15,15,15,15,15,15,17
15,15,15,18,18,16,19,18,21,16,16,21,18,19
18,18,18,16,16,19,17,22,18,22,22,18,22,18
15,15,18,16,16,20,19,17,18,14,14,18,17,21
7,7,16,10,10,16,15,15,14,15,15,14,15,15
14,14,16,16,16,16,25,17,19,26,26,19,17,25
9,9,16,10,10,16,18,16,17,15,15,17,16,18
7,7,16,10,10,16,17,16,15,17,17,15,16,17
10,10,9,8,8,9,16,8,13,8,8,13,8,14
8,8,16,12,12,16,18,17,17,16,16,17,17,18
7,7,18,12,12,17,18,17,17,16,16,17,17,18
16,16,16,16,16,16,19,17,17,18,18,17,17,21
8,8,16,12,12,16,16,20,15,20,20,15,20,16
12,12,15,19,19,15,17,17,18,17,17,18,17,19
18,18,16,16,16,18,18,18,19,18,18,19,18,18
15,15,16,16,16,17,19,23,16,21,21,16,23,19
7,7,18,12,12,17,16,16,14,16,16,14,16,16
34,34,18,19,19,18,18,17,19,21,21,19,17,20
15,15,16,19,19,14,18,18,19,19,19,19,18,20
13,13,17,17,17,17,20,15,15,16,16,15,15,20
16,16,16,16,16,16,16,18,19,18,18,19,18,15
13,13,16,17,17,16,25,20,17,20,20,17,20,25
15,15,19,16,16,16,19,18,18,16,16,18,18,19
19,19,20,16,16,20,20,19,17,15,15,17,19,20
8,8,14,12,12,14,19,16,14,16,16,14,16,19
18,18,19,15,15,19,18,18,15,22,22,15,18,18
18,18,17,14,14,16,19,16,25,16,16,25,16,19
12,12,16,17,17,16,17,18,18,20,20,18,18,17
11,11,15,14,14,15,15,17,16,17,17,16,17,15
14,14,16,15,15,16,18,19,17,15,15,17,19,20
14,14,18,15,15,18,22,19,18,17,17,18,19,22
15,15,18,19,19,18,17,19,18,22,22,18,19,17
18,18,18,13,13,18,17,16,19,16,16,19,16,17
12,12,14,19,19,14,20,16,18,15,15,18,16,21
10,10,16,16,16,16,19,17,18,15,15,18,17,19
15,15,17,18,18,17,19,17,16,17,17,16,17,20
14,14,20,15,15,20,27,16,21,16,16,21,16,27
13,13,19,16,16,20,20,16,17,17,17,17,16,20
20,20,14,18,18,13,17,17,19,16,16,19,17,18
33,33,14,19,19,14,21,16,17,19,19,17,16,21
6,6,13,9,9,13,12,22,14,22,22,14,22,12
32,32,17,21,21,18,23,15,19,19,19,19,15,23
18,18,14,17,17,14,16,16,18,15,15,18,16,17
17,17,18,18,18,20,17,15,19,21,21,19,15,18
11,11,12,14,14,12,33,22,15,22,22,15,22,31
18,18,15,19,19,15,17,16,24,16,16,24,16,17
14,14,18,18,18,20,19,18,17,20,20,17,18,19
12,12,22,23,23,22,20,17,19,18,18,19,17,22
14,14,14,15,15,14,20,17,25,17,17,25,17,21
13,13,18,16,16,18,19,18,16,17,17,16,18,19
16,16,18,25,25,18,16,20,21,18,18,21,20,17
16,16,16,22,22,16,16,18,20,23,23,20,18,16
11,11,16,21,21,16,17,17,17,17,17,17,17,18
15,15,16,17,17,16,18,19,17,19,19,17,19,18
12,12,19,17,17,19,26,16,22,17,17,22,16,26
14,14,17,14,14,17,19,16,20,16,16,20,16,19
15,15,10,11,11,10,18,15,15,15,15,15,15,17
11,11,18,22,22,18,21,19,21,20,20,21,19,21
13,13,15,15,15,15,20,18,17,18,18,17,18,20
17,17,17,20,20,16,22,16,20,17,17,20,16,22
12,12,17,18,18,17,20,15,19,15,15,19,15,20
13,13,16,17,17,16,19,17,15,18,18,15,17,21
14,14,18,15,15,21,18,18,20,19,19,20,18,21
13,13,14,16,16,14,19,15,19,21,21,19,15,23
12,12,13,12,12,13,21,15,19,15,15,19,15,21
18,18,17,17,17,17,20,15,19,20,20,19,15,20
13,13,16,17,17,17,17,23,19,23,23,19,23,18
12,12,18,15,15,18,21,18,16,16,16,16,18,21
13,13,16,18,18,16,15,21,15,21,21,15,21,15
11,11,14,16,16,14,17,18,18,16,16,18,18,20
14,14,18,15,15,20,19,16,20,16,16,20,16,19
14,14,19,17,17,20,31,18,20,16,16,20,18,30
7,7,15,9,9,15,14,14,11,14,14,11,14,14
14,14,17,17,17,18,25,15,20,20,20,20,15,25
14,14,19,17,17,23,20,18,18,18,18,18,18,20
12,12,17,19,19,17,21,17,18,16,16,18,17,21
13,13,15,17,17,15,16,18,18,18,18,18,18,17
13,13,21,17,17,21,31,17,22,19,19,22,17,27
11,11,25,17,17,25,19,15,22,15,15,22,15,22
12,12,17,18,18,18,20,16,16,22,22,16,16,18
11,11,18,15,15,18,19,18,21,18,18,21,18,16
15,15,16,15,15,18,20,22,16,19,19,16,22,20
16,16,14,18,18,14,24,20,16,20,20,16,20,24
15,15,17,17,17,18,17,20,18,21,21,18,20,17
11,11,18,15,15,18,17,21,19,21,21,19,21,19
13,13,18,17,17,18,18,19,17,22,22,17,19,18
12,12,15,15,15,15,20,18,20,18,18,20,18,20
17,17,20,16,16,20,19,21,17,18,18,17,21,19
10,10,15,13,13,15,15,17,16,17,17,16,17,15
17,17,19,17,17,22,19,18,20,21,21,20,18,20
14,14,18,16,16,18,20,18,19,18,18,19,18,19
15,15,18,16,16,19,21,21,21,16,16,21,21,21
10,10,15,15,15,15,16,17,16,17,17,16,17,17
10,10,16,19,19,16,18,18,16,15,15,16,18,18
10,10,16,14,14,16,20,15,16,17,17,16,15,20
14,14,17,20,20,17,17,17,16,16,16,16,17,17
8,8,16,15,15,16,20,17,17,17,17,17,17,20
18,18,18,17,17,20,21,15,17,16,16,17,15,21
15,15,18,22,22,19,20,27,27,19,19,27,27,25
12,12,16,16,16,17,22,22,20,17,17,20,22,22
10,10,17,16,16,17,16,16,18,16,16,18,16,16
18,18,18,15,15,21,17,27,19,17,17,19,27,17
14,14,16,17,17,16,17,19,16,22,22,16,19,18
15,15,16,19,19,17,17,18,16,20,20,16,18,18
9,9,13,11,11,13,14,15,15,15,15,15,15,14
15,15,16,20,20,16,20,18,21,19,19,21,18,21
13,13,14,14,14,14,19,18,15,16,16,15,18,19
16,16,16,15,15,16,19,17,17,18,18,17,17,20
11,11,18,12,12,18,24,21,16,21,21,16,21,24
16,16,16,16,16,16,19,17,15,18,18,15,17,20
14,14,14,16,16,14,24,18,20,18,18,20,18,24
14,14,14,16,16,14,20,18,18,16,16,18,18,20
9,9,17,15,15,17,20,17,13,17,17,13,17,20
14,14,15,18,18,15,19,15,16,18,18,16,15,19
13,13,15,16,16,15,26,17,16,17,17,16,17,26
15,15,17,16,16,17,17,19,19,18,18,19,19,17
17,17,16,18,18,14,17,20,16,20,20,16,20,17
13,13,17,14,14,17,21,15,15,17,17,15,15,21
13,13,17,14,14,17,19,18,19,17,17,19,18,19
18,18,15,15,15,15,17,17,18,25,25,18,17,17
11,11,14,13,13,12,15,15,13,15,15,13,15,15
13,13,18,18,18,19,19,18,16,19,19,16,18,20
16,16,16,18,18,16,26,18,19,16,16,19,18,23
19,19,16,21,21,16,20,15,18,19,19,18,15,20
9,9,15,14,14,15,17,16,16,16,16,16,16,17
15,15,16,21,21,16,20,20,19,15,15,19,20,20
14,14,20,16,16,19,25,15,20,18,18,20,15,25
14,14,22,17,17,22,16,20,17,21,21,17,20,16
20,20,14,12,12,14,18,16,17,16,16,17,16,18
14,14,17,25,25,17,18,17,17,19,19,17,17,18
11,11,20,18,18,19,16,19,17,22,22,17,19,16
16,16,18,18,18,16,20,19,14,19,19,14,19,21
18,18,16,19,19,16,19,15,17,15,15,17,15,19
11,11,14,16,16,14,16,19,21,18,18,21,19,16
21,21,16,18,18,16,19,17,17,17,17,17,17,20
18,18,18,18,18,18,20,16,16,16,16,16,16,20
5,5,12,10,10,12,12,11,11,11,11,11,11,12
18,18,22,19,19,22,23,16,18,17,17,18,16,23
19,19,18,19,19,18,18,25,18,25,25,18,25,18
11,11,17,16,16,17,18,19,18,17,17,18,19,19
18,18,22,18,18,22,18,16,22,16,16,22,16,18
15,15,18,15,15,18,19,21,17,20,20,17,21,20
9,9,14,16,16,14,19,18,16,16,16,16,18,19
15,15,16,17,17,16,21,18,27,19,19,27,18,21
19,19,15,13,13,14,18,17,15,17,17,15,17,18
14,14,19,19,19,19,20,17,15,18,18,15,17,22
16,16,13,14,14,13,21,21,18,16,16,18,21,21
14,14,19,20,20,18,17,16,18,19,19,18,16,17
11,11,18,12,12,19,24,20,18,20,20,18,20,24
20,20,17,17,17,17,23,17,20,16,16,20,17,23
13,13,19,16,16,19,18,18,17,19,19,17,18,19
13,13,15,14,14,15,18,17,21,18,18,21,17,20
11,11,12,10,10,11,18,15,16,15,15,16,15,20
13,13,15,17,17,16,17,21,21,18,18,21,21,18
13,13,15,14,14,15,18,19,18,22,22,18,19,19
18,18,18,21,21,19,19,15,18,18,18,18,15,20
11,11,15,18,18,15,16,23,16,23,23,16,23,17
16,16,16,19,19,17,17,16,20,20,20,20,16,17
12,12,15,15,15,16,17,22,20,22,22,20,22,18
14,14,15,15,15,15,16,22,19,20,20,19,22,17
8,8,13,14,14,13,16,21,17,21,21,17,21,16
16,16,18,14,14,20,19,18,16,18,18,16,18,19
10,10,18,19,19,14,17,16,19,18,18,19,16,19
12,12,15,19,19,15,20,18,19,20,20,19,18,19
17,17,17,13,13,19,19,17,18,17,17,18,17,19
13,13,20,16,16,20,19,18,16,17,17,16,18,20
12,12,22,17,17,22,18,15,20,19,19,20,15,18
16,16,22,16,16,21,19,17,18,16,16,18,17,18
8,8,14,11,11,14,16,14,15,14,14,15,14,16
16,16,22,19,19,22,17,18,18,18,18,18,18,17
12,12,20,17,17,22,21,16,18,19,19,18,16,21
13,13,25,17,17,24,23,16,15,21,21,15,16,19
11,11,13,12,12,13,17,15,16,15,15,16,15,18
15,15,18,18,18,18,19,21,17,17,17,17,21,19
14,14,16,16,16,14,22,16,22,16,16,22,16,22
14,14,17,19,19,18,18,18,23,16,16,23,18,17
12,12,15,12,12,13,14,14,21,14,14,21,14,14
14,14,15,20,20,14,15,16,18,17,17,18,16,15
